"Câu hỏi","Đáp án A","Đáp án B","Đáp án C","Đáp án D","Đáp án đúng"
"Mô hình tham chiếu TCP/IP khác với mô hình OSI ở điểm cấu trúc nào?","Mô hình TCP/IP chỉ bao gồm duy nhất 3 lớp phục vụ cho các mạng cục bộ siêu nhỏ, trong khi OSI là cấu trúc khổng lồ lên tới 9 lớp cho mạng toàn cầu vệ tinh.","Mô hình TCP/IP gộp chung tất cả các chức năng từ lớp ứng dụng đến lớp vật lý vào trong một giao diện duy nhất để tối giản hóa quá trình phát triển ứng dụng di động.","Mô hình TCP/IP được rút gọn lại chỉ còn 4 lớp chức năng mang tính thực tiễn cao, trong khi mô hình OSI có tới 7 lớp và chủ yếu mang ý nghĩa về mặt cơ sở lý thuyết.","Mô hình TCP/IP bắt buộc các chuyên gia mạng phải viết phần mềm định tuyến bằng ngôn ngữ nhị phân, còn OSI cung cấp sẵn giao diện thân thiện cho mọi kỹ sư máy tính.","C"
"Chức năng của lớp Liên kết dữ liệu (Data Link) trong mô hình OSI là gì?","Quản lý và điều phối các phiên làm việc lâu dài giữa những thiết bị người dùng cuối để không có bất kỳ phiên nào bị ngắt đột ngột do sự cố nguồn điện trên mạng.","Đảm bảo khả năng truyền tải dữ liệu trên đường truyền vật lý một cách tin cậy thông qua việc sử dụng các cấu trúc gói tin Frame và cơ chế truy cập đường truyền.","Xác định con đường ngắn nhất băng qua mạng Internet toàn cầu nhằm tối ưu hóa thời gian trễ khi tải các trang web chứa quá nhiều thông tin đa phương tiện.","Kiểm soát việc mã hóa thông điệp thành các hệ cơ số cơ bản để hệ thống máy chủ thư điện tử dễ dàng đọc và phân tích ngôn ngữ người dùng theo thời gian thực.","B"
"Khái niệm PDU (Protocol Data Unit) trong kiến trúc phân lớp mang ý nghĩa như thế nào?","Là phần mềm bảo mật nằm ở tầng vật lý giúp xác định ngay lập tức thiết bị nào đang có ý định tấn công hệ thống mạng viễn thông của doanh nghiệp.","Là một đơn vị dữ liệu giao thức bao gồm phần tiêu đề điều khiển (Header) kết hợp với phần nội dung thông tin thực tế (Payload) được xử lý tại mỗi lớp mạng.","Là bộ định tuyến cao cấp chuyên dụng của các nhà cung cấp dịch vụ Internet dùng để kết nối toàn bộ hệ thống cáp quang biển giữa các quốc gia với nhau.","Là địa chỉ mạng định danh tĩnh không bao giờ thay đổi được gán trực tiếp cho từng thiết bị máy tính cá nhân trong mạng LAN khi chúng vừa được xuất xưởng.","B"
"Trạm trung chuyển Internet (IXP) đóng vai trò gì trong kiến trúc mạng Internet toàn cầu?","Cấp phát băng thông tĩnh độc quyền cho các trường đại học quốc gia nhằm đảm bảo hoạt động học trực tuyến luôn thông suốt mà không cần trả phí hàng tháng.","Là điểm kết nối ngang hàng cho phép các nhà cung cấp dịch vụ Internet (ISP) khác nhau có thể nối kết hệ thống lại để trao đổi lưu lượng dữ liệu trực tiếp với nhau.","Thiết lập tường lửa khổng lồ bao bọc toàn bộ hệ thống mạng của một đất nước nhằm cách ly tuyệt đối công dân khỏi những tin tức độc hại từ không gian mạng bên ngoài.","Là trung tâm phân tích hành vi người dùng cuối để thu thập dữ liệu tiếp thị quảng cáo trực tuyến trước khi gửi thông tin đó về hệ thống máy chủ của Google.","B"
"Một tổ chức cần kết nối nhanh và tin cậy cho hội nghị truyền hình, họ nên ưu tiên loại mạng nào?","Sử dụng mạng Dial-up truyền thống qua đường dây cáp điện thoại analog kết hợp cùng các modem điều chế tín hiệu chậm để tránh việc nhiễu sóng từ các mạng xung quanh.","Đăng ký dịch vụ cáp quang chia sẻ với mật độ người dùng cao tại các khu dân cư để có được mức giá cước truy cập Internet ưu đãi và rẻ nhất có thể hàng tháng.","Thuê một kênh truyền vật lý riêng biệt (Dedicated Leased Line) từ nhà cung cấp dịch vụ viễn thông nhằm đảm bảo duy trì chất lượng băng thông lớn và kết nối luôn ổn định.","Triển khai một mạng ngang hàng (Peer-to-peer) quy mô siêu lớn để mượn tạm tài nguyên phần cứng từ các nhân viên trong công ty nhằm tối ưu hóa việc truyền video nội bộ.","C"
"Khái niệm Mạng hội tụ (Converging Network) mang lại lợi ích cơ bản nào?","Cho phép mỗi loại tín hiệu như điện thoại, truyền hình và Internet hoạt động trên những hệ thống dây cáp vật lý cách ly hoàn toàn với nhau để gia tăng tối đa sự an toàn.","Tích hợp tất cả các dịch vụ bao gồm dữ liệu văn bản, âm thanh thoại và hình ảnh video lên cùng một cơ sở hạ tầng mạng duy nhất sử dụng chung một hệ tiêu chuẩn giao thức.","Giới hạn toàn bộ băng thông của hệ thống cáp quang quốc gia chỉ để phục vụ cho các kênh truyền hình vệ tinh và ngăn chặn hoàn toàn việc trao đổi dữ liệu cá nhân thông thường.","Chuyển đổi hoàn toàn mọi tín hiệu số trên máy tính thành dạng sóng analog cổ điển để tương thích ngược với hàng triệu chiếc điện thoại bàn đang tồn tại trên toàn cầu.","B"
"Tính năng QoS (Quality of Service) giải quyết bài toán nào trong mạng máy tính?","Khôi phục lại hoàn toàn những gói dữ liệu cá nhân bị tin tặc đánh cắp thông qua các biện pháp sao lưu phân tán trên nhiều máy chủ điện toán đám mây toàn cầu.","Thiết lập cơ chế ưu tiên luồng lưu lượng quan trọng (như giọng nói, video) để đảm bảo chất lượng truyền dẫn không bị gián đoạn khi đường truyền xảy ra tình trạng nghẽn mạch.","Kiểm tra tính bản quyền của mọi tệp tin tài liệu chia sẻ trên mạng ngang hàng nhằm cấm người dùng tải xuống những phần mềm ứng dụng không có giấy phép hợp lệ.","Cung cấp thêm dung lượng ổ cứng vô hạn cho thiết bị định tuyến trung tâm để chúng có thể lưu giữ vĩnh viễn mọi tin nhắn văn bản của toàn bộ hệ thống công ty.","B"
"Mạng diện rộng (WAN) thông thường được quản lý và sở hữu bởi đối tượng nào?","Do một cá nhân duy nhất nắm quyền kiểm soát toàn bộ cơ sở hạ tầng vật lý bao gồm cáp biển, trạm phát vệ tinh và hàng triệu thiết bị định tuyến nội bộ.","Bởi một ủy ban sinh viên phi lợi nhuận chuyên thiết lập mạng ngang hàng miễn phí trong phạm vi các ký túc xá đại học công cộng nhằm giảm thiểu tối đa rác thải viễn thông.","Được xây dựng, quản lý và bảo trì bởi các nhà cung cấp dịch vụ viễn thông (SP) hoặc các tổ chức cung cấp dịch vụ Internet (ISP) do quy mô địa lý trải rộng rất lớn.","Do hệ thống trí tuệ nhân tạo điện toán đám mây tự động tạo ra và vận hành mà không cần đến bất kỳ sự can thiệp phần cứng vật lý nào từ kỹ sư con người trên Trái Đất.","C"
"Truyền thông kiểu Broadcast (quảng bá) có ý nghĩa như thế nào trong phân phối thông điệp?","Máy gửi thiết lập một đường ống dẫn truyền tuyệt mật bằng thuật toán nâng cao để chỉ máy tính của giám đốc công ty mới có thể giải mã được bức thư điện tử đó.","Gói tin được điều hướng linh hoạt và khéo léo thông qua mạng lưới vệ tinh quân sự để cuối cùng đến tay một nhóm người dùng nằm rải rác trên khắp bề mặt lục địa.","Một thông điệp duy nhất từ máy trạm phát gốc được truyền tải đồng loạt và khuếch tán tới tất cả các thiết bị đầu cuối hiện đang kết nối trong cùng một mạng lưới nội bộ.","Nhiều người dùng tại nhiều địa điểm khác nhau cùng đồng thời nhấn nút tải lên một khối lượng tập tin khổng lồ hướng về chung một máy chủ đám mây trung tâm duy nhất.","C"
"Tính toàn vẹn (Integrity) trong mục tiêu của bảo mật mạng nghĩa là gì?","Luôn dự phòng tối đa hàng chục đường dẫn cáp quang tốc độ cao để đề phòng sự cố đứt mạng đột ngột do thảm họa thiên nhiên hoặc do chuột cắn dây dẫn cục bộ.","Ngăn chặn và mã hóa mọi luồng video trực tuyến từ không gian mạng công cộng nhằm loại bỏ tuyệt đối nguy cơ hệ thống máy chủ bị xâm nhập bởi mã độc tống tiền.","Đảm bảo rằng dữ liệu trên mạng lưới không hề bị thay thế, cắt xén hay sửa đổi trái phép một cách tinh vi trong suốt toàn bộ quá trình truyền tải từ nguồn đến đích.","Yêu cầu tất cả nhân viên văn phòng phải cài đặt phần mềm diệt virus bản quyền trên các thiết bị máy tính cá nhân để hạn chế những đợt tấn công khai thác lỗ hổng phần cứng.","C"
"Phạm vi địa lý thông thường của Mạng đô thị (MAN) là bao nhiêu?","Từ 10 mét đến vài trăm mét.","Từ 10 km đến dưới 100 km.","Từ 100 km đến 1000 km.","Kết nối toàn bộ các châu lục.","B"
"Tên viết tắt của mạng toàn cầu là gì?","LAN.","MAN.","GAN.","WAN.","C"
"Mô hình kiến trúc mạng TCP/IP gồm bao nhiêu lớp?","2 lớp.","4 lớp.","7 lớp.","9 lớp.","B"
"Mô hình tham chiếu kết nối hệ thống mở (OSI) gồm bao nhiêu lớp?","3 lớp.","4 lớp.","7 lớp.","5 lớp.","C"
"Quá trình truyền tin có 3 giai đoạn: Thiết lập kênh, Truyền dữ liệu, Hủy kênh thuộc loại mạng nào?","Mạng chuyển mạch kênh.","Mạng chuyển mạch gói.","Mạng chuyển mạch thông báo.","Mạng ngang hàng nội bộ.","A"
"Mạng nào còn được gọi là mạng 'lưu và chuyển tiếp' (store-and-forward network)?","Mạng cục bộ không dây.","Mạng chuyển mạch kênh.","Mạng hình sao mở rộng.","Mạng chuyển mạch thông báo.","D"
"Trong mạng chuyển mạch gói, dữ liệu ban đầu được xử lý như thế nào trước khi truyền đi?","Truyền nguyên khối lớn.","Chia thành các gói nhỏ.","Mã hóa thành âm thanh.","Nén lại thành một bit.","B"
"Trong mô hình OSI, đơn vị dữ liệu (PDU) tại lớp mạng (Network Layer) được gọi là gì?","Bit.","Frame.","Packet.","Segment.","C"
"Trong mô hình OSI, đơn vị dữ liệu (PDU) tại lớp Liên kết dữ liệu (Data Link Layer) được gọi là gì?","Frame.","Bit.","Packet.","Message.","A"
"Trong mô hình OSI, đơn vị dữ liệu tại lớp Vật lý (Physical Layer) tồn tại dưới dạng nào?","Frame.","Packet.","Bit.","Session.","C"
"Giao thức mạng (Protocol) được định nghĩa cơ bản là gì?","Phần mềm bảo vệ thiết bị.","Tập hợp các quy tắc giao tiếp.","Thiết bị định tuyến vật lý.","Địa chỉ máy tính duy nhất.","B"
"Tổ chức nào đã phát hành tiêu chuẩn mô hình tham chiếu hệ thống mở OSI?","IEEE.","IETF.","ISO.","ARPA.","C"
"Mạng Internet hiện nay được sở hữu độc quyền bởi cá nhân hoặc tổ chức nào?","Chính phủ Mỹ.","Google và Facebook.","Không thuộc về ai.","Liên Hợp Quốc.","C"
"Thuật ngữ ISP trong mạng máy tính là viết tắt của từ gì?","Internet Security Policy.","Internal System Protocol.","Internet Service Provider.","International Standard Port.","C"
"Khả năng mở rộng (Scalability) của mạng được đánh giá dựa trên tiêu chí nào?","Chịu đựng tấn công.","Hỗ trợ người mới dễ dàng.","Khôi phục dữ liệu lỗi.","Cố định tốc độ cáp.","B"
"Khi xử lý dữ liệu truyền tải theo chiều từ trên xuống dưới trong mô hình phân lớp, khái niệm PDU là gì?","Băng thông tối đa.","Lõi cáp truyền dẫn.","Đơn vị dữ liệu giao thức.","Giao diện người dùng.","C"
"Trễ truyền dẫn (Transmission delay) trên một liên kết vật lý phụ thuộc chủ yếu vào yếu tố nào?","Tốc độ xử lý của RAM.","Độ dài của đoạn liên kết.","Mật khẩu của Wi-Fi.","Dung lượng ổ cứng ảo.","B"
"Thuật ngữ Băng thông (Bandwidth) trong mạng biểu thị chỉ số gì?","Độ trễ thời gian thực.","Dung lượng pin thiết bị.","Lượng dữ liệu tối đa.","Kích thước của màn hình.","C"
"Quá trình Mở gói dữ liệu (De-encapsulation) thường được tiến hành tại vị trí nào?","Bên thiết bị gửi.","Tại máy in mạng.","Bên thiết bị nhận.","Trong bộ nguồn điện.","C"
"Thiết bị mạng trung gian nào dưới đây thường hoạt động ở Lớp mạng (Network Layer) để điều phối gói tin?","Bàn phím không dây.","Màn hình hiển thị.","Thiết bị định tuyến.","Loa Bluetooth số.","C"
